timestamp,location,speed,disguise_type,success_rate,caught
2024-01-01 00:00:00,East,75.85293712157961,Mask,0.9518039221733976,0
2024-01-01 01:00:00,West,62.88770930752963,Mask,0.6163815735506444,0
2024-01-01 02:00:00,North,44.76220930290622,Hat,0.9036980151699756,0
2024-01-01 03:00:00,East,85.10360157655589,Hat,0.5295469450391266,1
2024-01-01 04:00:00,East,74.77849380431034,Mask,0.9494236940901237,1
2024-01-01 05:00:00,West,33.00935514759131,Hat,0.8253842737793737,0
2024-01-01 06:00:00,North,92.8741747595074,Hat,0.9371133620691758,1
2024-01-01 07:00:00,North,85.80297943385352,Mask,0.500094199778291,0
2024-01-01 08:00:00,East,95.98399306335392,Hat,0.5845405351779962,0
2024-01-01 09:00:00,South,78.0575606710688,Glasses,0.694879693713246,0
2024-01-01 10:00:00,East,69.07321567486319,Glasses,0.6897514516873593,0
2024-01-01 11:00:00,East,53.45944290324951,Glasses,0.6133651914617553,0
2024-01-01 12:00:00,East,94.61827866832107,Glasses,0.6908059699336,0
2024-01-01 13:00:00,East,89.28511116003267,Mask,0.5644243560001274,1
2024-01-01 14:00:00,West,23.617493608495153,Mask,0.706380564633013,0
2024-01-01 15:00:00,North,22.109357959780162,Mask,0.901177164579632,1
2024-01-01 16:00:00,West,50.117069350243966,Glasses,0.7395350315516755,0
2024-01-01 17:00:00,West,84.84426646254663,Glasses,0.5090000444726075,0
2024-01-01 18:00:00,West,98.98209034519556,Hat,0.7107220207896237,0
2024-01-01 19:00:00,East,32.033351288282255,Hat,0.5135875080454221,1
2024-01-01 20:00:00,South,67.5304572281708,Glasses,0.9831217053533992,0
2024-01-01 21:00:00,North,50.47126853048172,Glasses,0.5637269797114345,0
2024-01-01 22:00:00,South,97.59315182516826,Glasses,0.8538441631653093,0
2024-01-01 23:00:00,West,87.36951385085669,Glasses,0.9863881614460429,0
2024-01-02 00:00:00,West,87.06629637689103,Hat,0.9130195258332859,0
2024-01-02 01:00:00,South,57.49545278359762,Glasses,0.8496576875631019,0
2024-01-02 02:00:00,South,53.185560187013216,Hat,0.9197304547503835,0
2024-01-02 03:00:00,South,41.8725657544565,Glasses,0.9908993466303138,0
2024-01-02 04:00:00,West,24.51003973207417,Glasses,0.8106722486267648,0
2024-01-02 05:00:00,West,89.17779010040425,Glasses,0.7795924034146633,0
2024-01-02 06:00:00,North,85.03208073040621,Hat,0.8141190552316406,0
2024-01-02 07:00:00,North,99.97741386289044,Hat,0.7663379433807775,0
2024-01-02 08:00:00,West,99.73094696591244,Mask,0.8175445529548594,1
2024-01-02 09:00:00,South,64.4345364482102,Glasses,0.7249211039862796,0
2024-01-02 10:00:00,South,81.51899321444084,Mask,0.6092215914416536,0
2024-01-02 11:00:00,North,95.58125839059424,Mask,0.5601236132558378,0
2024-01-02 12:00:00,West,87.97179125419292,Hat,0.5341704677661302,0
2024-01-02 13:00:00,North,39.78784813945581,Hat,0.6316578918766,0
2024-01-02 14:00:00,North,56.04353082480748,Mask,0.5230617821678669,0
2024-01-02 15:00:00,East,30.3327532121196,Glasses,0.7835853899596927,0
2024-01-02 16:00:00,East,96.32408218069779,Hat,0.6419142235117601,1
2024-01-02 17:00:00,East,68.49397075607041,Glasses,0.9122674040435161,0
2024-01-02 18:00:00,South,38.29142444027702,Glasses,0.5371204364941933,0
2024-01-02 19:00:00,West,73.73605475246853,Mask,0.613175747170743,0
2024-01-02 20:00:00,West,69.45025923663167,Mask,0.865123073545073,0
2024-01-02 21:00:00,West,48.65301744262724,Mask,0.7994041481917458,0
2024-01-02 22:00:00,West,29.08460737597032,Mask,0.5322456356245837,0
2024-01-02 23:00:00,East,73.72585564742397,Hat,0.9386197285811002,0
2024-01-03 00:00:00,South,61.62461607230347,Hat,0.9386308814130897,0
2024-01-03 01:00:00,South,81.78547133885115,Mask,0.6652040019378869,0
2024-01-03 02:00:00,East,61.61308008895947,Hat,0.6702029216747823,0
2024-01-03 03:00:00,South,88.1745200254832,Mask,0.9945141791750869,0
2024-01-03 04:00:00,East,64.15254710195885,Glasses,0.8130880857965691,0
2024-01-03 05:00:00,West,64.87503772283091,Glasses,0.7656582602840296,1
2024-01-03 06:00:00,East,90.1322882126676,Glasses,0.9190760917759622,0
2024-01-03 07:00:00,West,52.27862929699177,Mask,0.6426451691786582,0
2024-01-03 08:00:00,West,30.72121827605126,Glasses,0.7145912966981784,1
2024-01-03 09:00:00,North,22.302614105067118,Hat,0.6338883377441671,0
2024-01-03 10:00:00,East,80.41098045388952,Glasses,0.8945804232943657,0
2024-01-03 11:00:00,North,69.62476410827718,Glasses,0.786674672817609,0
2024-01-03 12:00:00,East,76.32638144793788,Glasses,0.8294125350700352,0
2024-01-03 13:00:00,East,37.03713292071286,Hat,0.6261536249197033,0
2024-01-03 14:00:00,North,30.90971804694158,Mask,0.6101126506886576,0
2024-01-03 15:00:00,North,21.163573253430556,Hat,0.7441873144914694,0
2024-01-03 16:00:00,East,48.04700470452776,Mask,0.8687828745464135,0
2024-01-03 17:00:00,South,67.19341494837064,Mask,0.7626198787600801,1
2024-01-03 18:00:00,West,51.379523607978584,Glasses,0.5163228387728342,0
2024-01-03 19:00:00,North,54.99799376189833,Mask,0.9342757531601444,0
2024-01-03 20:00:00,West,92.33269555949987,Hat,0.5323434467575658,1
2024-01-03 21:00:00,South,47.86043736186403,Hat,0.9779122418603761,0
2024-01-03 22:00:00,South,61.119159132784866,Mask,0.5125709791386364,1
2024-01-03 23:00:00,South,82.69224101929144,Glasses,0.8472252280653544,0
2024-01-04 00:00:00,North,51.72342258570161,Glasses,0.5411035318558908,0
2024-01-04 01:00:00,South,69.76693601822987,Hat,0.9553382897175697,0
2024-01-04 02:00:00,North,88.98909669973962,Glasses,0.7322166181127714,0
2024-01-04 03:00:00,South,95.96164989261138,Mask,0.5687618874085076,0
2024-01-04 04:00:00,West,31.765878474323035,Mask,0.6704078498949233,1
2024-01-04 05:00:00,West,94.12701001291956,Hat,0.582412337673381,0
2024-01-04 06:00:00,East,59.369303446363055,Mask,0.5852909557785451,0
2024-01-04 07:00:00,West,40.659551063916666,Hat,0.9740541600857211,1
2024-01-04 08:00:00,East,56.7308604990609,Mask,0.7226230561423941,0
2024-01-04 09:00:00,West,98.40260602283817,Hat,0.8944011319526798,0
2024-01-04 10:00:00,North,59.40944751942957,Glasses,0.8198027805888409,1
2024-01-04 11:00:00,West,46.300128823000655,Mask,0.8382131811691962,0
2024-01-04 12:00:00,East,70.67206834533806,Mask,0.5658467192360193,0
2024-01-04 13:00:00,East,39.21164950225545,Hat,0.6170922234077428,1
2024-01-04 14:00:00,South,26.06906624869311,Hat,0.8933751675772185,0
2024-01-04 15:00:00,North,30.310377752851938,Mask,0.9853831032373914,0
2024-01-04 16:00:00,West,30.243667116621793,Hat,0.6313378212993259,0
2024-01-04 17:00:00,South,32.15221548098355,Mask,0.6357843823755199,0
2024-01-04 18:00:00,West,31.10617381195281,Glasses,0.7364485664054524,1
2024-01-04 19:00:00,West,71.26997958425717,Hat,0.9919201564277189,0
2024-01-04 20:00:00,South,34.55040675193159,Mask,0.6344794729132355,0
2024-01-04 21:00:00,South,47.65338266590906,Glasses,0.7034859548171319,0
2024-01-04 22:00:00,South,91.74307279248094,Glasses,0.9457400078117534,0
2024-01-04 23:00:00,South,57.916931221029785,Mask,0.501460516310681,0
2024-01-05 00:00:00,South,73.40461908168217,Hat,0.5198829824942848,1
2024-01-05 01:00:00,West,33.78558969613039,Mask,0.8020358385356097,0
2024-01-05 02:00:00,South,35.38312150469366,Glasses,0.9536900823564235,0
2024-01-05 03:00:00,North,23.26948930131831,Mask,0.6194283302009638,0
2024-01-05 04:00:00,East,33.514805045773166,Hat,0.7348208873403546,0
2024-01-05 05:00:00,South,42.287227122556686,Glasses,0.7252326508289091,0
2024-01-05 06:00:00,South,34.160838742139745,Mask,0.7364856730477551,0
2024-01-05 07:00:00,West,27.096202700564447,Hat,0.8112598478648726,0
2024-01-05 08:00:00,South,29.650869688048065,Glasses,0.7348718814953419,0
2024-01-05 09:00:00,South,56.86230144261806,Hat,0.723734070661229,0
2024-01-05 10:00:00,South,36.5066974724634,Glasses,0.7371442102156303,0
2024-01-05 11:00:00,West,49.14158888384604,Mask,0.7954337206355208,0
2024-01-05 12:00:00,South,60.27338166838855,Hat,0.7685037441756792,0
2024-01-05 13:00:00,East,75.23158629034923,Glasses,0.9270679988252521,1
2024-01-05 14:00:00,West,23.144971187287915,Hat,0.5247484267468333,0
2024-01-05 15:00:00,East,83.95283191272341,Hat,0.9166585357365062,1
2024-01-05 16:00:00,West,70.23203115927262,Mask,0.921962306305862,0
2024-01-05 17:00:00,South,26.540722555909753,Hat,0.6424540107654804,0
2024-01-05 18:00:00,East,89.88628992854218,Glasses,0.7314259775079253,1
2024-01-05 19:00:00,West,93.66979204254505,Glasses,0.7192692442687177,0
2024-01-05 20:00:00,North,24.8862367883891,Glasses,0.6092549171770651,1
2024-01-05 21:00:00,South,42.1502118517763,Glasses,0.6983984235431582,0
2024-01-05 22:00:00,West,84.4961023834449,Mask,0.5221938860854272,0
2024-01-05 23:00:00,North,79.86077523069267,Hat,0.6389110363908672,0
2024-01-06 00:00:00,West,34.76168154851018,Mask,0.908341087725359,0
2024-01-06 01:00:00,North,36.747945866936824,Hat,0.6422811508814488,0
2024-01-06 02:00:00,South,49.63776822331056,Hat,0.9091033343741237,0
2024-01-06 03:00:00,East,58.761838815281706,Hat,0.7657997323022154,0
2024-01-06 04:00:00,North,69.46038172242368,Mask,0.93993133868058,0
2024-01-06 05:00:00,West,49.51309116558179,Hat,0.7873897771322076,0
2024-01-06 06:00:00,South,57.002777290651835,Mask,0.5148341115323699,0
2024-01-06 07:00:00,North,79.79767505070052,Glasses,0.8377101037735446,1
2024-01-06 08:00:00,West,22.934656231247832,Glasses,0.5224267840117843,0
2024-01-06 09:00:00,West,40.19495554752166,Hat,0.7252985094915669,1
2024-01-06 10:00:00,West,77.0679668707642,Mask,0.964713347236557,1
2024-01-06 11:00:00,North,91.61654701497595,Glasses,0.5826019696689251,0
2024-01-06 12:00:00,North,60.93419536925329,Mask,0.694936176470772,0
2024-01-06 13:00:00,North,62.569078821225254,Mask,0.8649301544242392,0
2024-01-06 14:00:00,East,28.573760907182084,Hat,0.9411292780474239,0
2024-01-06 15:00:00,North,55.79298934587637,Glasses,0.835471502371254,0
2024-01-06 16:00:00,North,62.60938131640185,Hat,0.6290866270955846,0
2024-01-06 17:00:00,North,39.39764029077837,Hat,0.8373039264581081,0
2024-01-06 18:00:00,East,41.539458475950475,Glasses,0.648363820552045,0
2024-01-06 19:00:00,North,50.18273304836981,Glasses,0.8592146149093676,0
2024-01-06 20:00:00,West,21.60569582221811,Mask,0.9770165637925203,0
2024-01-06 21:00:00,North,45.76633324665426,Glasses,0.8606967255531441,0
2024-01-06 22:00:00,West,36.91584055972357,Mask,0.9314402514562061,0
2024-01-06 23:00:00,West,46.19978817423317,Mask,0.5010519215879417,0
2024-01-07 00:00:00,West,29.580970545540097,Mask,0.8587860623657972,0
2024-01-07 01:00:00,East,91.2421824591916,Glasses,0.9147937784326252,0
2024-01-07 02:00:00,East,67.48739628432389,Hat,0.5202793687723407,0
2024-01-07 03:00:00,East,74.32818553155917,Mask,0.9357988636441152,0
2024-01-07 04:00:00,North,83.13369908858706,Hat,0.628347114155023,0
2024-01-07 05:00:00,West,59.87537591432458,Hat,0.8326460509890277,0
2024-01-07 06:00:00,East,26.953623046993897,Glasses,0.9001774395117033,0
2024-01-07 07:00:00,East,62.968523345483824,Hat,0.8313322565296777,0
2024-01-07 08:00:00,North,66.94728944167034,Hat,0.5461423960366286,0
2024-01-07 09:00:00,East,79.6351579347464,Glasses,0.7981607594301842,0
2024-01-07 10:00:00,North,54.53276369837435,Mask,0.7747918283610717,0
2024-01-07 11:00:00,South,30.2064242236451,Hat,0.9501606340371358,1
2024-01-07 12:00:00,East,42.702072463897956,Glasses,0.7021198648221045,0
2024-01-07 13:00:00,South,49.046583711890804,Hat,0.6605405485435251,0
2024-01-07 14:00:00,North,71.67337930652809,Hat,0.8749253822182331,0
2024-01-07 15:00:00,West,65.66226437351295,Mask,0.7063376630416983,0
2024-01-07 16:00:00,East,48.4877380718277,Hat,0.8230480875025314,0
2024-01-07 17:00:00,North,98.92121990343837,Glasses,0.8232250450623035,0
2024-01-07 18:00:00,West,68.46198554855097,Hat,0.9440195321800589,0
2024-01-07 19:00:00,West,38.97814333887956,Mask,0.7993462011595487,0
2024-01-07 20:00:00,South,28.1425978096323,Mask,0.7510768049809935,0
2024-01-07 21:00:00,North,32.22873113474656,Glasses,0.5694356631982584,1
2024-01-07 22:00:00,West,39.67661827076065,Mask,0.5578688033393526,1
2024-01-07 23:00:00,East,32.85450986076445,Hat,0.5771607826415397,0
2024-01-08 00:00:00,East,34.925361924104465,Mask,0.5859242406635472,0
2024-01-08 01:00:00,South,42.807613495507766,Glasses,0.818938546331817,0
2024-01-08 02:00:00,West,33.86988762358038,Mask,0.8704906251372893,0
2024-01-08 03:00:00,North,91.74123397011401,Mask,0.7649957614632094,0
2024-01-08 04:00:00,East,26.418699652931377,Mask,0.9145088662727455,0
2024-01-08 05:00:00,West,61.960911165620374,Glasses,0.9956316133668166,0
2024-01-08 06:00:00,West,52.83174615917292,Mask,0.910006314559678,1
2024-01-08 07:00:00,South,98.59028935268852,Mask,0.8474411868379796,0
2024-01-08 08:00:00,East,28.963112173444188,Hat,0.7662463497185733,0
2024-01-08 09:00:00,East,51.82844792365933,Glasses,0.7244265358373541,0
2024-01-08 10:00:00,North,97.55763466202951,Mask,0.5421961902722712,0
2024-01-08 11:00:00,East,89.24057007151842,Glasses,0.6996843741973455,0
2024-01-08 12:00:00,North,85.3657656759424,Mask,0.9550673183910672,0
2024-01-08 13:00:00,East,40.632226163595185,Mask,0.9040113149532765,0
2024-01-08 14:00:00,South,33.67100699120527,Mask,0.6080256825058437,1
2024-01-08 15:00:00,East,73.49145759395448,Hat,0.7333038923486079,0
2024-01-08 16:00:00,North,94.35007913020686,Hat,0.9083616012792723,0
2024-01-08 17:00:00,North,64.54103144111438,Hat,0.5336922773927613,0
2024-01-08 18:00:00,South,65.72901515759199,Glasses,0.6936962928343297,1
2024-01-08 19:00:00,East,42.39832749282273,Glasses,0.9259206184369738,0
2024-01-08 20:00:00,East,81.55943465535495,Hat,0.7019489320850618,0
2024-01-08 21:00:00,South,34.96349988460187,Glasses,0.5388073223657204,1
2024-01-08 22:00:00,East,45.89433891233949,Mask,0.7712671842661257,0
2024-01-08 23:00:00,East,54.034915089313344,Mask,0.9308712474591476,1
2024-01-09 00:00:00,North,60.6088302947564,Mask,0.7951427714765799,0
2024-01-09 01:00:00,East,39.392778593206415,Hat,0.6131395541071158,0
2024-01-09 02:00:00,East,29.186945979136283,Glasses,0.6921198100686907,0
2024-01-09 03:00:00,South,68.8496033953306,Hat,0.7250616805909661,0
2024-01-09 04:00:00,South,43.09044425922046,Glasses,0.7896331769102634,0
2024-01-09 05:00:00,West,66.49905771380898,Mask,0.8796755128763065,0
2024-01-09 06:00:00,North,32.34901722193619,Hat,0.5494368088203176,0
2024-01-09 07:00:00,East,58.4912081483854,Glasses,0.9448260165087832,0
2024-01-09 08:00:00,East,62.60715460412687,Glasses,0.5061548515080379,1
2024-01-09 09:00:00,West,24.145882945794153,Mask,0.6850261673371276,1
2024-01-09 10:00:00,East,46.92834225551365,Hat,0.5137101549863288,0
2024-01-09 11:00:00,North,30.75317415511794,Hat,0.6964871126726456,1
2024-01-09 12:00:00,West,25.06999763782142,Hat,0.7629062994366619,0
2024-01-09 13:00:00,North,99.19681859119562,Mask,0.7558406932907559,0
2024-01-09 14:00:00,West,45.788307597977834,Hat,0.5828141735141327,0
2024-01-09 15:00:00,West,84.7899556683708,Mask,0.8228702550478062,0
2024-01-09 16:00:00,South,40.37125238110111,Mask,0.5223892252523341,0
2024-01-09 17:00:00,North,74.52021777791434,Mask,0.8809534100662078,0
2024-01-09 18:00:00,East,80.81822879117493,Glasses,0.9733222169967731,0
2024-01-09 19:00:00,East,67.65109924862755,Hat,0.669884413575559,0
2024-01-09 20:00:00,North,57.72609508401267,Hat,0.758619690857166,0
2024-01-09 21:00:00,East,52.947273131781486,Mask,0.6894551390294072,1
2024-01-09 22:00:00,East,47.90946132343962,Mask,0.50335519515203,0
2024-01-09 23:00:00,North,94.36233153982607,Hat,0.692937251447558,1
